,locality_name,postal_code,center_latitude,center_longitude,locality
29332,Blainville-Crevon,76116,49.504,1.292,Blainville-Crevon (76116)
29333,Blangy-sur-Bresle,76340,49.917,1.621,Blangy-sur-Bresle (76340)
29334,Bonsecours,76240,49.426,1.129,Bonsecours (76240)
29335,Blosseville,76460,49.852,0.802,Blosseville (76460)
29336,Le Bocasse,76690,49.609,1.07,Le Bocasse (76690)
29337,Bois-d'Ennebourg,76160,49.428,1.259,Bois-d'Ennebourg (76160)
29338,Bois-Guilbert,76750,49.54,1.414,Bois-Guilbert (76750)
29339,Bois-Guillaume,76230,49.472,1.12,Bois-Guillaume (76230)
29340,Bois-Héroult,76750,49.564,1.408,Bois-Héroult (76750)
29341,Bois-Himont,76190,49.581,0.691,Bois-Himont (76190)
29342,Bois-l'Évêque,76160,49.452,1.256,Bois-l'Évêque (76160)
29343,Le Bois-Robert,76590,49.838,1.149,Le Bois-Robert (76590)
29344,Boissay,76750,49.518,1.36,Boissay (76750)
29345,Bolbec,76210,49.576,0.484,Bolbec (76210)
29346,Bolleville,76210,49.603,0.564,Bolleville (76210)
29347,Boos,76520,49.381,1.203,Boos (76520)
29348,Bordeaux-Saint-Clair,76790,49.698,0.242,Bordeaux-Saint-Clair (76790)
29349,Bornambusc,76110,49.626,0.353,Bornambusc (76110)
29350,Bosc-Bérenger,76680,49.635,1.254,Bosc-Bérenger (76680)
29351,Bosc-Bordel,76750,49.605,1.409,Bosc-Bordel (76750)
29352,Bosc-Édeline,76750,49.574,1.43,Bosc-Édeline (76750)
29353,Callengeville,76270,49.824,1.522,Callengeville (76270)
29354,Bosc-Guérard-Saint-Adrien,76710,49.541,1.125,Bosc-Guérard-Saint-Adrien (76710)
29355,Bosc-Hyons,76220,49.452,1.65,Bosc-Hyons (76220)
29356,Bosc-le-Hard,76850,49.622,1.186,Bosc-le-Hard (76850)
29357,Bosc-Mesnil,76680,49.669,1.348,Bosc-Mesnil (76680)
29358,Bosville,76450,49.763,0.684,Bosville (76450)
29359,Boudeville,76560,49.72,0.874,Boudeville (76560)
29360,Bouelles,76270,49.722,1.492,Bouelles (76270)
29361,La Bouille,76530,49.35,0.934,La Bouille (76530)
29362,Bourdainville,76760,49.673,0.94,Bourdainville (76760)
29363,Le Bourg-Dun,76740,49.87,0.893,Le Bourg-Dun (76740)
29364,Bourville,76740,49.796,0.824,Bourville (76740)
29365,Bouville,76360,49.557,0.895,Bouville (76360)
29366,Brachy,76730,49.817,0.949,Brachy (76730)
29367,Bracquetuit,76850,49.665,1.17,Bracquetuit (76850)
29368,Bradiancourt,76680,49.66,1.385,Bradiancourt (76680)
29369,Brametot,76740,49.782,0.87,Brametot (76740)
29370,Bréauté,76110,49.626,0.404,Bréauté (76110)
29371,Brémontier-Merval,76220,49.514,1.617,Brémontier-Merval (76220)
29372,Bretteville-du-Grand-Caux,76110,49.665,0.386,Bretteville-du-Grand-Caux (76110)
29373,Bretteville-Saint-Laurent,76560,49.766,0.869,Bretteville-Saint-Laurent (76560)
29374,Buchy,76750,49.59,1.351,Buchy (76750)
29375,Bully,76270,49.721,1.359,Bully (76270)
29376,Bures-en-Bray,76660,49.779,1.335,Bures-en-Bray (76660)
29377,Butot,76890,49.613,1.02,Butot (76890)
29378,Cailleville,76460,49.836,0.736,Cailleville (76460)
29379,Cailly,76690,49.586,1.23,Cailly (76690)
29380,Calleville-les-Deux-Églises,76890,49.704,1.022,Calleville-les-Deux-Églises (76890)
29381,Campneuseville,76340,49.862,1.663,Campneuseville (76340)
29382,Canehan,76260,49.98,1.343,Canehan (76260)
29383,Canouville,76450,49.806,0.598,Canouville (76450)
29384,Canteleu,76380,49.433,1.014,Canteleu (76380)
29385,Canville-les-Deux-Églises,76560,49.774,0.836,Canville-les-Deux-Églises (76560)
29386,Cany-Barville,76450,49.775,0.633,Cany-Barville (76450)
29387,Carville-la-Folletière,76190,49.556,0.817,Carville-la-Folletière (76190)
29388,Carville-Pot-de-Fer,76560,49.719,0.723,Carville-Pot-de-Fer (76560)
29389,Le Catelier,76590,49.757,1.157,Le Catelier (76590)
29390,Catenay,76116,49.511,1.327,Catenay (76116)
29391,Rives-en-Seine,76490,49.53,0.735,Rives-en-Seine (76490)
29392,Caudebec-lès-Elbeuf,76320,49.282,1.026,Caudebec-lès-Elbeuf (76320)
29393,Le Caule-Sainte-Beuve,76390,49.776,1.593,Le Caule-Sainte-Beuve (76390)
29394,Cauville-sur-Mer,76930,49.594,0.145,Cauville-sur-Mer (76930)
29395,Les Cent-Acres,76590,49.771,1.141,Les Cent-Acres (76590)
29396,La Cerlangue,76430,49.488,0.416,La Cerlangue (76430)
29397,La Chapelle-du-Bourgay,76590,49.822,1.146,La Chapelle-du-Bourgay (76590)
29398,La Chapelle-Saint-Ouen,76780,49.522,1.428,La Chapelle-Saint-Ouen (76780)
29399,La Chapelle-sur-Dun,76740,49.858,0.846,La Chapelle-sur-Dun (76740)
29400,La Chaussée,76590,49.818,1.118,La Chaussée (76590)
29401,Cideville,76570,49.612,0.888,Cideville (76570)
29402,Clais,76660,49.814,1.474,Clais (76660)
29403,Clasville,76450,49.793,0.621,Clasville (76450)
29404,Claville-Motteville,76690,49.589,1.186,Claville-Motteville (76690)
29405,Cléon,76410,49.316,1.04,Cléon (76410)
29406,Clères,76690,49.591,1.103,Clères (76690)
29407,Cleuville,76450,49.704,0.648,Cleuville (76450)
29408,Cléville,76640,49.622,0.616,Cléville (76640)
29409,Cliponville,76640,49.674,0.658,Cliponville (76640)
29410,Colleville,76400,49.752,0.457,Colleville (76400)
29411,Colmesnil-Manneville,76550,49.848,1.029,Colmesnil-Manneville (76550)
29412,Compainville,76440,49.658,1.56,Compainville (76440)
29413,Conteville,76390,49.697,1.638,Conteville (76390)
29414,Contremoulins,76400,49.725,0.438,Contremoulins (76400)
29415,Cottévrard,76850,49.64,1.224,Cottévrard (76850)
29416,Crasville-la-Mallet,76450,49.805,0.717,Crasville-la-Mallet (76450)
29417,Crasville-la-Rocquefort,76740,49.804,0.878,Crasville-la-Rocquefort (76740)
29418,Criel-sur-Mer,76910,50.019,1.324,Criel-sur-Mer (76910)
29419,La Crique,76850,49.693,1.204,La Crique (76850)
29420,Criquebeuf-en-Caux,76111,49.74,0.333,Criquebeuf-en-Caux (76111)
29421,Criquetot-le-Mauconduit,76540,49.79,0.562,Criquetot-le-Mauconduit (76540)
29422,Criquetot-l'Esneval,76280,49.637,0.267,Criquetot-l'Esneval (76280)
29423,Criquetot-sur-Longueville,76590,49.782,1.076,Criquetot-sur-Longueville (76590)
29424,Criquetot-sur-Ouville,76760,49.672,0.85,Criquetot-sur-Ouville (76760)
29425,Criquiers,76390,49.676,1.702,Criquiers (76390)
29426,Critot,76680,49.615,1.244,Critot (76680)
29427,Croisy-sur-Andelle,76780,49.46,1.407,Croisy-sur-Andelle (76780)
29428,Croixdalle,76660,49.803,1.369,Croixdalle (76660)
29429,Croix-Mare,76190,49.598,0.837,Croix-Mare (76190)
29430,Cropus,76720,49.737,1.147,Cropus (76720)
29431,Crosville-sur-Scie,76590,49.819,1.082,Crosville-sur-Scie (76590)
29432,Cuverville,76280,49.666,0.264,Cuverville (76280)
29433,Cuverville-sur-Yères,76260,49.952,1.389,Cuverville-sur-Yères (76260)
29434,Cuy-Saint-Fiacre,76220,49.511,1.692,Cuy-Saint-Fiacre (76220)
29435,Dampierre-en-Bray,76220,49.535,1.663,Dampierre-en-Bray (76220)
29436,Dampierre-Saint-Nicolas,76510,49.857,1.204,Dampierre-Saint-Nicolas (76510)
29437,Dancourt,76340,49.901,1.539,Dancourt (76340)
29438,Darnétal,76160,49.444,1.156,Darnétal (76160)
29439,Daubeuf-Serville,76110,49.696,0.482,Daubeuf-Serville (76110)
29440,Dénestanville,76590,49.808,1.091,Dénestanville (76590)
29441,Déville-lès-Rouen,76250,49.466,1.051,Déville-lès-Rouen (76250)
29442,Dieppe,76370,49.922,1.087,Dieppe (76370)
29443,Doudeauville,76220,49.566,1.699,Doudeauville (76220)
29444,Doudeville,76560,49.73,0.787,Doudeville (76560)
29445,Douvrend,76630,49.874,1.32,Douvrend (76630)
29446,Drosay,76460,49.792,0.737,Drosay (76460)
29447,Duclair,76480,49.489,0.867,Duclair (76480)
29448,Écalles-Alix,76190,49.617,0.81,Écalles-Alix (76190)
29449,Écrainville,76110,49.646,0.313,Écrainville (76110)
29450,Écretteville-lès-Baons,76190,49.63,0.672,Écretteville-lès-Baons (76190)
29451,Écretteville-sur-Mer,76540,49.791,0.486,Écretteville-sur-Mer (76540)
29452,Ectot-l'Auber,76760,49.655,0.93,Ectot-l'Auber (76760)
29453,Ectot-lès-Baons,76970,49.644,0.809,Ectot-lès-Baons (76970)
29454,Elbeuf-en-Bray,76220,49.494,1.652,Elbeuf-en-Bray (76220)
29455,Elbeuf-sur-Andelle,76780,49.478,1.381,Elbeuf-sur-Andelle (76780)
29456,Elbeuf,76500,49.277,0.997,Elbeuf (76500)
29457,Életot,76540,49.79,0.458,Életot (76540)
29458,Ellecourt,76390,49.801,1.728,Ellecourt (76390)
29459,Émanville,76570,49.622,0.962,Émanville (76570)
29460,Envermeu,76630,49.898,1.264,Envermeu (76630)
29461,Envronville,76640,49.659,0.67,Envronville (76640)
29462,Épinay-sur-Duclair,76480,49.525,0.836,Épinay-sur-Duclair (76480)
29463,Épouville,76133,49.563,0.23,Épouville (76133)
29464,Épretot,76430,49.538,0.314,Épretot (76430)
29465,Épreville,76400,49.705,0.368,Épreville (76400)
29466,Ermenouville,76740,49.804,0.784,Ermenouville (76740)
29467,Ernemont-la-Villette,76220,49.455,1.712,Ernemont-la-Villette (76220)
29468,Ernemont-sur-Buchy,76750,49.541,1.36,Ernemont-sur-Buchy (76750)
29469,Esclavelles,76270,49.705,1.386,Esclavelles (76270)
29470,Eslettes,76710,49.548,1.046,Eslettes (76710)
29471,Esteville,76690,49.609,1.216,Esteville (76690)
29472,Étaimpuis,76850,49.64,1.144,Étaimpuis (76850)
29473,Étainhus,76430,49.567,0.309,Étainhus (76430)
29474,Étalleville,76560,49.733,0.825,Étalleville (76560)
29475,Étalondes,76260,50.033,1.39,Étalondes (76260)
29476,Étoutteville,76190,49.672,0.783,Étoutteville (76190)
29477,Étretat,76790,49.705,0.205,Étretat (76790)
29478,Eu,76260,50.041,1.429,Eu (76260)
29479,Fallencourt,76340,49.864,1.567,Fallencourt (76340)
29480,Terres-de-Caux,76640,49.657,0.585,Terres-de-Caux (76640)
29481,Fécamp,76400,49.752,0.395,Fécamp (76400)
29482,Ferrières-en-Bray,76220,49.486,1.758,Ferrières-en-Bray (76220)
29483,La Ferté-Saint-Samson,76440,49.577,1.537,La Ferté-Saint-Samson (76440)
29484,Fesques,76270,49.79,1.488,Fesques (76270)
29485,La Feuillie,76220,49.465,1.521,La Feuillie (76220)
29486,Flamanville,76970,49.631,0.832,Flamanville (76970)
29487,Flamets-Frétils,76270,49.726,1.583,Flamets-Frétils (76270)
29488,Flocques,76260,50.035,1.365,Flocques (76260)
29489,Fongueusemare,76280,49.675,0.309,Fongueusemare (76280)
29490,Fontaine-en-Bray,76440,49.678,1.422,Fontaine-en-Bray (76440)
29491,Fontaine-la-Mallet,76290,49.538,0.141,Fontaine-la-Mallet (76290)
29492,Fontaine-le-Bourg,76690,49.571,1.157,Fontaine-le-Bourg (76690)
29493,Fontaine-le-Dun,76740,49.814,0.846,Fontaine-le-Dun (76740)
29494,Fontaine-sous-Préaux,76160,49.486,1.169,Fontaine-sous-Préaux (76160)
29495,La Fontelaye,76890,49.694,0.944,La Fontelaye (76890)
29496,Fontenay,76290,49.57,0.178,Fontenay (76290)
29497,Forges-les-Eaux,76440,49.612,1.533,Forges-les-Eaux (76440)
29498,Foucarmont,76340,49.848,1.564,Foucarmont (76340)
29499,Foucart,76640,49.616,0.592,Foucart (76640)
29500,Fréauville,76660,49.825,1.417,Fréauville (76660)
29501,La Frénaye,76170,49.521,0.574,La Frénaye (76170)
29502,Freneuse,76410,49.308,1.068,Freneuse (76410)
29503,Fresles,76270,49.746,1.344,Fresles (76270)
29504,Fresnay-le-Long,76850,49.651,1.093,Fresnay-le-Long (76850)
29505,Fresne-le-Plan,76520,49.414,1.297,Fresne-le-Plan (76520)
29506,Fresnoy-Folny,76660,49.887,1.435,Fresnoy-Folny (76660)
29507,Fresquiennes,76570,49.562,1.012,Fresquiennes (76570)
29508,Freulleville,76510,49.819,1.217,Freulleville (76510)
29509,Saint Martin de l'If,76190,49.565,0.833,Saint Martin de l'If (76190)
29510,Frichemesnil,76690,49.62,1.132,Frichemesnil (76690)
29511,Froberville,76400,49.715,0.336,Froberville (76400)
29512,Fry,76780,49.527,1.537,Fry (76780)
29513,Fultot,76560,49.759,0.782,Fultot (76560)
29514,La Gaillarde,76740,49.838,0.864,La Gaillarde (76740)
29515,Gaillefontaine,76870,49.657,1.627,Gaillefontaine (76870)
29516,Gainneville,76700,49.518,0.255,Gainneville (76700)
29517,Gancourt-Saint-Étienne,76220,49.545,1.71,Gancourt-Saint-Étienne (76220)
29518,Ganzeville,76400,49.732,0.404,Ganzeville (76400)
29519,Gerponville,76540,49.748,0.564,Gerponville (76540)
29520,Gerville,76790,49.698,0.328,Gerville (76790)
29521,Goderville,76110,49.644,0.355,Goderville (76110)
29522,Gommerville,76430,49.552,0.36,Gommerville (76430)
29523,Gonfreville-Caillot,76110,49.652,0.44,Gonfreville-Caillot (76110)
29524,Gonfreville-l'Orcher,76700,49.486,0.222,Gonfreville-l'Orcher (76700)
29525,Gonnetot,76730,49.762,0.897,Gonnetot (76730)
29526,Gonneville-la-Mallet,76280,49.632,0.214,Gonneville-la-Mallet (76280)
29527,Gonneville-sur-Scie,76590,49.757,1.087,Gonneville-sur-Scie (76590)
29528,Gonzeville,76560,49.76,0.808,Gonzeville (76560)
29529,Goupillières,76570,49.584,0.983,Goupillières (76570)
29530,Gournay-en-Bray,76220,49.48,1.718,Gournay-en-Bray (76220)
29531,Gouy,76520,49.358,1.143,Gouy (76520)
29532,Graimbouville,76430,49.582,0.334,Graimbouville (76430)
29533,Grainville-la-Teinturière,76450,49.745,0.643,Grainville-la-Teinturière (76450)
29534,Grainville-sur-Ry,76116,49.475,1.3,Grainville-sur-Ry (76116)
29535,Grainville-Ymauville,76110,49.654,0.413,Grainville-Ymauville (76110)
29536,Grand-Camp,76170,49.552,0.601,Grand-Camp (76170)
29537,Grand-Couronne,76530,49.348,1.005,Grand-Couronne (76530)
29538,Grandcourt,76660,49.917,1.485,Grandcourt (76660)
29539,Les Grandes-Ventes,76950,49.772,1.235,Les Grandes-Ventes (76950)
29540,Le Grand-Quevilly,76120,49.409,1.04,Le Grand-Quevilly (76120)
29541,Graval,76270,49.728,1.551,Graval (76270)
29542,Grèges,76370,49.924,1.149,Grèges (76370)
29543,Grémonville,76970,49.662,0.829,Grémonville (76970)
29544,Greuville,76810,49.807,0.91,Greuville (76810)
29545,Grigneuseville,76850,49.655,1.192,Grigneuseville (76850)
29546,Gruchet-le-Valasse,76210,49.55,0.514,Gruchet-le-Valasse (76210)
29547,Gruchet-Saint-Siméon,76810,49.822,0.891,Gruchet-Saint-Siméon (76810)
29548,Grugny,76690,49.618,1.106,Grugny (76690)
29549,Grumesnil,76440,49.62,1.693,Grumesnil (76440)
29550,Guerville,76340,49.952,1.526,Guerville (76340)
29551,Gueures,76730,49.842,0.952,Gueures (76730)
29552,Gueutteville,76890,49.65,1.005,Gueutteville (76890)
29553,Gueutteville-les-Grès,76460,49.839,0.765,Gueutteville-les-Grès (76460)
29554,La Hallotière,76780,49.522,1.476,La Hallotière (76780)
29555,Le Hanouard,76450,49.723,0.655,Le Hanouard (76450)
29556,Harcanville,76560,49.708,0.768,Harcanville (76560)
29557,Harfleur,76700,49.514,0.197,Harfleur (76700)
29558,Hattenville,76640,49.654,0.539,Hattenville (76640)
29559,Haucourt,76440,49.644,1.672,Haucourt (76440)
29560,Haudricourt,76390,49.733,1.697,Haudricourt (76390)
29561,Haussez,76440,49.588,1.679,Haussez (76440)
29562,Hautot-l'Auvray,76450,49.765,0.755,Hautot-l'Auvray (76450)
29563,Hautot-le-Vatois,76190,49.646,0.703,Hautot-le-Vatois (76190)
29564,Hautot-Saint-Sulpice,76190,49.679,0.738,Hautot-Saint-Sulpice (76190)
29565,Hautot-sur-Mer,76550,49.902,1.041,Hautot-sur-Mer (76550)
29566,Hautot-sur-Seine,76113,49.363,0.978,Hautot-sur-Seine (76113)
29567,Le Havre,76620,49.498,0.14,Le Havre (76620)
29568,La Haye,76780,49.461,1.447,La Haye (76780)
29569,Héberville,76740,49.783,0.803,Héberville (76740)
29570,Hénouville,76840,49.475,0.951,Hénouville (76840)
29571,Héricourt-en-Caux,76560,49.695,0.703,Héricourt-en-Caux (76560)
29572,Hermanville,76730,49.821,0.987,Hermanville (76730)
29573,Hermeville,76280,49.597,0.26,Hermeville (76280)
29574,Le Héron,76780,49.492,1.405,Le Héron (76780)
29575,Héronchelles,76750,49.538,1.382,Héronchelles (76750)
29576,Heugleville-sur-Scie,76720,49.735,1.1,Heugleville-sur-Scie (76720)
29577,Heuqueville,76280,49.618,0.152,Heuqueville (76280)
29578,Heurteauville,76940,49.453,0.802,Heurteauville (76940)
29579,Hodeng-au-Bosc,76340,49.872,1.698,Hodeng-au-Bosc (76340)
29580,Hodeng-Hodenger,76780,49.536,1.588,Hodeng-Hodenger (76780)
29581,Houdetot,76740,49.817,0.806,Houdetot (76740)
29582,Le Houlme,76770,49.511,1.037,Le Houlme (76770)
29583,Houppeville,76770,49.504,1.089,Houppeville (76770)
29584,Houquetot,76110,49.605,0.388,Houquetot (76110)
29585,La Houssaye-Béranger,76690,49.63,1.084,La Houssaye-Béranger (76690)
29586,Hugleville-en-Caux,76570,49.624,0.99,Hugleville-en-Caux (76570)
29587,Les Ifs,76630,49.889,1.397,Les Ifs (76630)
29588,Illois,76390,49.745,1.646,Illois (76390)
29589,Imbleville,76890,49.714,0.943,Imbleville (76890)
29590,Incheville,76117,50.005,1.5,Incheville (76117)
29591,Ingouville,76460,49.844,0.682,Ingouville (76460)
29592,Isneauville,76230,49.502,1.145,Isneauville (76230)
29593,Jumièges,76480,49.427,0.832,Jumièges (76480)
29594,Lamberville,76730,49.774,1.009,Lamberville (76730)
29595,Lammerville,76730,49.794,0.971,Lammerville (76730)
29596,Landes-Vieilles-et-Neuves,76390,49.787,1.632,Landes-Vieilles-et-Neuves (76390)
29597,Lanquetot,76210,49.583,0.53,Lanquetot (76210)
29598,Lestanville,76730,49.748,0.96,Lestanville (76730)
29599,Lillebonne,76170,49.509,0.534,Lillebonne (76170)
29600,Limésy,76570,49.608,0.924,Limésy (76570)
29601,Limpiville,76540,49.687,0.502,Limpiville (76540)
29602,Lindebeuf,76760,49.71,0.907,Lindebeuf (76760)
29603,Lintot,76210,49.559,0.567,Lintot (76210)
29604,Lintot-les-Bois,76590,49.801,1.07,Lintot-les-Bois (76590)
29605,Les Loges,76790,49.698,0.285,Les Loges (76790)
29606,La Londe,76500,49.324,0.92,La Londe (76500)
29607,Londinières,76660,49.841,1.396,Londinières (76660)
29608,Longmesnil,76440,49.623,1.613,Longmesnil (76440)
29609,Longroy,76260,49.981,1.535,Longroy (76260)
29610,Longueil,76860,49.883,0.948,Longueil (76860)
29611,Longuerue,76750,49.547,1.29,Longuerue (76750)
29612,Longueville-sur-Scie,76590,49.796,1.107,Longueville-sur-Scie (76590)
29613,Louvetot,76490,49.573,0.723,Louvetot (76490)
29614,Lucy,76270,49.772,1.448,Lucy (76270)
29615,Luneray,76810,49.823,0.918,Luneray (76810)
29616,Arelaune-en-Seine,76940,49.446,0.754,Arelaune-en-Seine (76940)
29617,Malaunay,76770,49.526,1.049,Malaunay (76770)
29618,Malleville-les-Grès,76450,49.83,0.606,Malleville-les-Grès (76450)
29619,Manéglise,76133,49.567,0.257,Manéglise (76133)
29620,Manéhouville,76590,49.832,1.067,Manéhouville (76590)
29621,Maniquerville,76400,49.694,0.347,Maniquerville (76400)
29622,Manneville-ès-Plains,76460,49.858,0.752,Manneville-ès-Plains (76460)
29623,Manneville-la-Goupil,76110,49.612,0.348,Manneville-la-Goupil (76110)
29624,Mannevillette,76290,49.596,0.175,Mannevillette (76290)
29625,Maromme,76150,49.477,1.032,Maromme (76150)
29626,Marques,76390,49.78,1.683,Marques (76390)
29627,Martainville-Épreville,76116,49.452,1.295,Martainville-Épreville (76116)
29628,Martigny,76880,49.86,1.144,Martigny (76880)
29629,Martin-Église,76370,49.91,1.132,Martin-Église (76370)
29630,Massy,76270,49.688,1.395,Massy (76270)
29631,Mathonville,76680,49.623,1.382,Mathonville (76680)
29632,Maucomble,76680,49.688,1.334,Maucomble (76680)
29633,Maulévrier-Sainte-Gertrude,76490,49.555,0.708,Maulévrier-Sainte-Gertrude (76490)
29634,Mauny,76530,49.396,0.902,Mauny (76530)
29635,Mauquenchy,76440,49.599,1.461,Mauquenchy (76440)
29636,Mélamare,76170,49.54,0.436,Mélamare (76170)
29637,Melleville,76260,49.961,1.476,Melleville (76260)
29638,Ménerval,76220,49.56,1.647,Ménerval (76220)
29639,Ménonval,76270,49.761,1.481,Ménonval (76270)
29640,Mentheville,76110,49.692,0.41,Mentheville (76110)
29641,Mésangueville,76780,49.558,1.57,Mésangueville (76780)
29642,Mesnières-en-Bray,76270,49.766,1.387,Mesnières-en-Bray (76270)
29643,Le Mesnil-Durdent,76460,49.818,0.771,Le Mesnil-Durdent (76460)
29644,Le Mesnil-Esnard,76240,49.414,1.145,Le Mesnil-Esnard (76240)
29645,Mesnil-Follemprise,76660,49.763,1.301,Mesnil-Follemprise (76660)
29646,Le Mesnil-Lieubray,76780,49.516,1.508,Le Mesnil-Lieubray (76780)
29647,Mesnil-Mauger,76440,49.67,1.522,Mesnil-Mauger (76440)
29648,Mesnil-Panneville,76570,49.589,0.883,Mesnil-Panneville (76570)
29649,Mesnil-Raoul,76520,49.397,1.275,Mesnil-Raoul (76520)
29650,Le Mesnil-Réaume,76260,49.972,1.441,Le Mesnil-Réaume (76260)
29651,Le Mesnil-sous-Jumièges,76480,49.414,0.855,Le Mesnil-sous-Jumièges (76480)
29652,Meulers,76510,49.841,1.222,Meulers (76510)
29653,Millebosc,76260,49.981,1.498,Millebosc (76260)
29654,Mirville,76210,49.606,0.44,Mirville (76210)
29655,Molagnies,76220,49.522,1.725,Molagnies (76220)
29656,Monchaux-Soreng,76340,49.947,1.573,Monchaux-Soreng (76340)
29657,Monchy-sur-Eu,76260,49.993,1.459,Monchy-sur-Eu (76260)
29658,Mont-Cauvaire,76690,49.571,1.114,Mont-Cauvaire (76690)
29659,Montérolier,76680,49.622,1.346,Montérolier (76680)
29660,Montigny,76380,49.459,0.998,Montigny (76380)
29661,Montivilliers,76290,49.544,0.19,Montivilliers (76290)
29662,Montmain,76520,49.409,1.246,Montmain (76520)
29663,Montreuil-en-Caux,76850,49.686,1.156,Montreuil-en-Caux (76850)
29664,Montroty,76220,49.432,1.662,Montroty (76220)
29665,Mont-Saint-Aignan,76130,49.468,1.082,Mont-Saint-Aignan (76130)
29666,Montville,76710,49.546,1.082,Montville (76710)
29667,Morgny-la-Pommeraye,76750,49.52,1.251,Morgny-la-Pommeraye (76750)
29668,Mortemer,76270,49.744,1.546,Mortemer (76270)
29669,Morville-sur-Andelle,76780,49.481,1.432,Morville-sur-Andelle (76780)
29670,Motteville,76970,49.631,0.854,Motteville (76970)
29671,Moulineaux,76530,49.343,0.958,Moulineaux (76530)
29672,Muchedent,76590,49.766,1.187,Muchedent (76590)
29673,Nesle-Hodeng,76270,49.704,1.522,Nesle-Hodeng (76270)
29674,Nesle-Normandeuse,76340,49.902,1.669,Nesle-Normandeuse (76340)
29675,Neufbosc,76680,49.646,1.361,Neufbosc (76680)
29676,Neufchâtel-en-Bray,76270,49.74,1.447,Neufchâtel-en-Bray (76270)
29677,Neuf-Marché,76220,49.422,1.693,Neuf-Marché (76220)
29678,La Neuville-Chant-d'Oisel,76520,49.369,1.25,La Neuville-Chant-d'Oisel (76520)
29679,Neuville-Ferrières,76270,49.711,1.454,Neuville-Ferrières (76270)
29680,Néville,76460,49.824,0.711,Néville (76460)
29681,Nointot,76210,49.598,0.473,Nointot (76210)
29682,Nolléval,76780,49.494,1.482,Nolléval (76780)
29683,Normanville,76640,49.691,0.587,Normanville (76640)
29684,Norville,76330,49.482,0.644,Norville (76330)
29685,Notre-Dame-d'Aliermont,76510,49.845,1.298,Notre-Dame-d'Aliermont (76510)
29686,Notre-Dame-de-Bliquetuit,76940,49.496,0.753,Notre-Dame-de-Bliquetuit (76940)
29687,Notre-Dame-de-Bondeville,76960,49.488,1.054,Notre-Dame-de-Bondeville (76960)
29688,Franqueville-Saint-Pierre,76520,49.404,1.183,Franqueville-Saint-Pierre (76520)
29689,Port-Jérôme-sur-Seine,76170,49.49,0.573,Port-Jérôme-sur-Seine (76170)
29690,Notre-Dame-du-Bec,76133,49.594,0.221,Notre-Dame-du-Bec (76133)
29691,Notre-Dame-du-Parc,76590,49.75,1.129,Notre-Dame-du-Parc (76590)
29692,Nullemont,76390,49.771,1.647,Nullemont (76390)
29693,Ocqueville,76450,49.798,0.686,Ocqueville (76450)
29694,Octeville-sur-Mer,76930,49.559,0.118,Octeville-sur-Mer (76930)
29695,Offranville,76550,49.871,1.035,Offranville (76550)
29696,Oherville,76560,49.727,0.69,Oherville (76560)
29697,Oissel,76350,49.348,1.074,Oissel (76350)
29698,Omonville,76730,49.791,1.049,Omonville (76730)
29699,Orival,76500,49.319,0.996,Orival (76500)
29700,Osmoy-Saint-Valery,76660,49.797,1.304,Osmoy-Saint-Valery (76660)
29701,Ouainville,76450,49.785,0.588,Ouainville (76450)
29702,Oudalle,76430,49.485,0.281,Oudalle (76430)
29703,Ourville-en-Caux,76450,49.733,0.599,Ourville-en-Caux (76450)
29704,Ouville-l'Abbaye,76760,49.694,0.866,Ouville-l'Abbaye (76760)
29705,Ouville-la-Rivière,76860,49.874,0.982,Ouville-la-Rivière (76860)
29706,Paluel,76450,49.844,0.631,Paluel (76450)
29707,Parc-d'Anxtot,76210,49.586,0.388,Parc-d'Anxtot (76210)
29708,Pavilly,76570,49.576,0.947,Pavilly (76570)
29709,Petit-Couronne,76650,49.381,1.034,Petit-Couronne (76650)
29710,Le Petit-Quevilly,76140,49.424,1.06,Le Petit-Quevilly (76140)
29711,Petiville,76330,49.454,0.584,Petiville (76330)
29712,Pierrecourt,76340,49.888,1.638,Pierrecourt (76340)
29713,Pierrefiques,76280,49.675,0.23,Pierrefiques (76280)
29714,Pierreval,76750,49.54,1.254,Pierreval (76750)
29715,Pissy-Pôville,76360,49.534,1.002,Pissy-Pôville (76360)
29716,Pleine-Sève,76460,49.819,0.753,Pleine-Sève (76460)
29717,Pommereux,76440,49.61,1.631,Pommereux (76440)
29718,Pommeréval,76680,49.735,1.305,Pommeréval (76680)
29719,Ponts-et-Marais,76260,50.039,1.456,Ponts-et-Marais (76260)
29720,La Poterie-Cap-d'Antifer,76280,49.678,0.178,La Poterie-Cap-d'Antifer (76280)
29721,Préaux,76160,49.487,1.216,Préaux (76160)
29722,Prétot-Vicquemare,76560,49.734,0.847,Prétot-Vicquemare (76560)
29723,Preuseville,76660,49.88,1.505,Preuseville (76660)
29724,Puisenval,76660,49.879,1.462,Puisenval (76660)
29725,Quevillon,76840,49.415,0.961,Quevillon (76840)
29726,Quévreville-la-Poterie,76520,49.354,1.19,Quévreville-la-Poterie (76520)
29727,Quiberville-sur-Mer,76860,49.897,0.92,Quiberville-sur-Mer (76860)
29728,Quièvrecourt,76270,49.725,1.419,Quièvrecourt (76270)
29729,Quincampoix,76230,49.521,1.178,Quincampoix (76230)
29730,Raffetot,76210,49.602,0.522,Raffetot (76210)
