,locality_name,reg_name,dep_name,postal_code,center_latitude,center_longitude,locality
15866,Saint-Michel-sur-Rhône,Auvergne-Rhône-Alpes,Loire,42410,45.444,4.734,"Saint-Michel-sur-Rhône (42410), Auvergne-Rhône-Alpes"
15867,Saint-Nizier-de-Fornas,Auvergne-Rhône-Alpes,Loire,42380,45.405,4.082,"Saint-Nizier-de-Fornas (42380), Auvergne-Rhône-Alpes"
15868,Saint-Nizier-sous-Charlieu,Auvergne-Rhône-Alpes,Loire,42190,46.162,4.126,"Saint-Nizier-sous-Charlieu (42190), Auvergne-Rhône-Alpes"
15869,Vézelin-sur-Loire,Auvergne-Rhône-Alpes,Loire,42260,45.889,4.083,"Vézelin-sur-Loire (42260), Auvergne-Rhône-Alpes"
15870,Saint-Paul-d'Uzore,Auvergne-Rhône-Alpes,Loire,42600,45.675,4.09,"Saint-Paul-d'Uzore (42600), Auvergne-Rhône-Alpes"
15871,Saint-Paul-en-Cornillon,Auvergne-Rhône-Alpes,Loire,42240,45.396,4.239,"Saint-Paul-en-Cornillon (42240), Auvergne-Rhône-Alpes"
15872,Saint-Paul-en-Jarez,Auvergne-Rhône-Alpes,Loire,42740,45.471,4.579,"Saint-Paul-en-Jarez (42740), Auvergne-Rhône-Alpes"
15873,Saint-Pierre-de-Bœuf,Auvergne-Rhône-Alpes,Loire,42520,45.377,4.744,"Saint-Pierre-de-Bœuf (42520), Auvergne-Rhône-Alpes"
15874,Saint-Pierre-la-Noaille,Auvergne-Rhône-Alpes,Loire,42190,46.183,4.103,"Saint-Pierre-la-Noaille (42190), Auvergne-Rhône-Alpes"
15875,Saint-Polgues,Auvergne-Rhône-Alpes,Loire,42260,45.91,3.981,"Saint-Polgues (42260), Auvergne-Rhône-Alpes"
15876,Saint-Priest-en-Jarez,Auvergne-Rhône-Alpes,Loire,42270,45.475,4.373,"Saint-Priest-en-Jarez (42270), Auvergne-Rhône-Alpes"
15877,Saint-Priest-la-Prugne,Auvergne-Rhône-Alpes,Loire,42830,45.946,3.742,"Saint-Priest-la-Prugne (42830), Auvergne-Rhône-Alpes"
15878,Saint-Priest-la-Roche,Auvergne-Rhône-Alpes,Loire,42590,45.92,4.106,"Saint-Priest-la-Roche (42590), Auvergne-Rhône-Alpes"
15879,Saint-Priest-la-Vêtre,Auvergne-Rhône-Alpes,Loire,42440,45.802,3.81,"Saint-Priest-la-Vêtre (42440), Auvergne-Rhône-Alpes"
15880,Saint-Just-Saint-Rambert,Auvergne-Rhône-Alpes,Loire,42170,45.49,4.25,"Saint-Just-Saint-Rambert (42170), Auvergne-Rhône-Alpes"
15881,Saint-Régis-du-Coin,Auvergne-Rhône-Alpes,Loire,42660,45.289,4.455,"Saint-Régis-du-Coin (42660), Auvergne-Rhône-Alpes"
15882,Saint-Rirand,Auvergne-Rhône-Alpes,Loire,42370,46.071,3.837,"Saint-Rirand (42370), Auvergne-Rhône-Alpes"
15883,Saint-Romain-d'Urfé,Auvergne-Rhône-Alpes,Loire,42430,45.886,3.818,"Saint-Romain-d'Urfé (42430), Auvergne-Rhône-Alpes"
15884,Saint-Romain-en-Jarez,Auvergne-Rhône-Alpes,Loire,42800,45.565,4.542,"Saint-Romain-en-Jarez (42800), Auvergne-Rhône-Alpes"
15885,Saint-Romain-la-Motte,Auvergne-Rhône-Alpes,Loire,42640,46.082,3.995,"Saint-Romain-la-Motte (42640), Auvergne-Rhône-Alpes"
15886,Saint-Romain-le-Puy,Auvergne-Rhône-Alpes,Loire,42610,45.557,4.131,"Saint-Romain-le-Puy (42610), Auvergne-Rhône-Alpes"
15887,Saint-Romain-les-Atheux,Auvergne-Rhône-Alpes,Loire,42660,45.366,4.371,"Saint-Romain-les-Atheux (42660), Auvergne-Rhône-Alpes"
15888,Saint-Sauveur-en-Rue,Auvergne-Rhône-Alpes,Loire,42220,45.271,4.501,"Saint-Sauveur-en-Rue (42220), Auvergne-Rhône-Alpes"
15889,Saint-Sixte,Auvergne-Rhône-Alpes,Loire,42130,45.772,3.974,"Saint-Sixte (42130), Auvergne-Rhône-Alpes"
15890,Saint-Symphorien-de-Lay,Auvergne-Rhône-Alpes,Loire,42470,45.944,4.217,"Saint-Symphorien-de-Lay (42470), Auvergne-Rhône-Alpes"
15891,Saint-Thomas-la-Garde,Auvergne-Rhône-Alpes,Loire,42600,45.571,4.086,"Saint-Thomas-la-Garde (42600), Auvergne-Rhône-Alpes"
15892,Saint-Victor-sur-Rhins,Auvergne-Rhône-Alpes,Loire,42630,46.006,4.283,"Saint-Victor-sur-Rhins (42630), Auvergne-Rhône-Alpes"
15893,Saint-Vincent-de-Boisset,Auvergne-Rhône-Alpes,Loire,42120,46.009,4.116,"Saint-Vincent-de-Boisset (42120), Auvergne-Rhône-Alpes"
15894,Les Salles,Auvergne-Rhône-Alpes,Loire,42440,45.855,3.784,"Les Salles (42440), Auvergne-Rhône-Alpes"
15895,Salt-en-Donzy,Auvergne-Rhône-Alpes,Loire,42110,45.734,4.283,"Salt-en-Donzy (42110), Auvergne-Rhône-Alpes"
15896,Salvizinet,Auvergne-Rhône-Alpes,Loire,42110,45.759,4.276,"Salvizinet (42110), Auvergne-Rhône-Alpes"
15897,Sauvain,Auvergne-Rhône-Alpes,Loire,42990,45.664,3.86,"Sauvain (42990), Auvergne-Rhône-Alpes"
15898,Savigneux,Auvergne-Rhône-Alpes,Loire,42600,45.622,4.1,"Savigneux (42600), Auvergne-Rhône-Alpes"
15899,Sevelinges,Auvergne-Rhône-Alpes,Loire,42460,46.099,4.288,"Sevelinges (42460), Auvergne-Rhône-Alpes"
15900,Soleymieux,Auvergne-Rhône-Alpes,Loire,42560,45.506,4.064,"Soleymieux (42560), Auvergne-Rhône-Alpes"
15901,Sorbiers,Auvergne-Rhône-Alpes,Loire,42290,45.5,4.437,"Sorbiers (42290), Auvergne-Rhône-Alpes"
15902,Souternon,Auvergne-Rhône-Alpes,Loire,42260,45.88,3.99,"Souternon (42260), Auvergne-Rhône-Alpes"
15903,Sury-le-Comtal,Auvergne-Rhône-Alpes,Loire,42450,45.542,4.182,"Sury-le-Comtal (42450), Auvergne-Rhône-Alpes"
15904,La Talaudière,Auvergne-Rhône-Alpes,Loire,42350,45.478,4.424,"La Talaudière (42350), Auvergne-Rhône-Alpes"
15905,Tarentaise,Auvergne-Rhône-Alpes,Loire,42660,45.361,4.492,"Tarentaise (42660), Auvergne-Rhône-Alpes"
15906,Tartaras,Auvergne-Rhône-Alpes,Loire,42800,45.554,4.664,"Tartaras (42800), Auvergne-Rhône-Alpes"
15907,La Terrasse-sur-Dorlay,Auvergne-Rhône-Alpes,Loire,42740,45.448,4.579,"La Terrasse-sur-Dorlay (42740), Auvergne-Rhône-Alpes"
15908,Thélis-la-Combe,Auvergne-Rhône-Alpes,Loire,42220,45.336,4.547,"Thélis-la-Combe (42220), Auvergne-Rhône-Alpes"
15909,La Tour-en-Jarez,Auvergne-Rhône-Alpes,Loire,42580,45.488,4.398,"La Tour-en-Jarez (42580), Auvergne-Rhône-Alpes"
15910,La Tourette,Auvergne-Rhône-Alpes,Loire,42380,45.424,4.083,"La Tourette (42380), Auvergne-Rhône-Alpes"
15911,Trelins,Auvergne-Rhône-Alpes,Loire,42130,45.725,4.001,"Trelins (42130), Auvergne-Rhône-Alpes"
15912,La Tuilière,Auvergne-Rhône-Alpes,Loire,42830,45.959,3.813,"La Tuilière (42830), Auvergne-Rhône-Alpes"
15913,Unias,Auvergne-Rhône-Alpes,Loire,42210,45.607,4.227,"Unias (42210), Auvergne-Rhône-Alpes"
15914,Unieux,Auvergne-Rhône-Alpes,Loire,42240,45.407,4.269,"Unieux (42240), Auvergne-Rhône-Alpes"
15915,Urbise,Auvergne-Rhône-Alpes,Loire,42310,46.251,3.886,"Urbise (42310), Auvergne-Rhône-Alpes"
15916,Usson-en-Forez,Auvergne-Rhône-Alpes,Loire,42550,45.392,3.934,"Usson-en-Forez (42550), Auvergne-Rhône-Alpes"
15917,Valeille,Auvergne-Rhône-Alpes,Loire,42110,45.708,4.281,"Valeille (42110), Auvergne-Rhône-Alpes"
15918,Valfleury,Auvergne-Rhône-Alpes,Loire,42320,45.542,4.512,"Valfleury (42320), Auvergne-Rhône-Alpes"
15919,La Valla-sur-Rochefort,Auvergne-Rhône-Alpes,Loire,42111,45.757,3.844,"La Valla-sur-Rochefort (42111), Auvergne-Rhône-Alpes"
15920,La Valla-en-Gier,Auvergne-Rhône-Alpes,Loire,42131,45.405,4.525,"La Valla-en-Gier (42131), Auvergne-Rhône-Alpes"
15921,Veauche,Auvergne-Rhône-Alpes,Loire,42340,45.562,4.29,"Veauche (42340), Auvergne-Rhône-Alpes"
15922,Veauchette,Auvergne-Rhône-Alpes,Loire,42340,45.562,4.251,"Veauchette (42340), Auvergne-Rhône-Alpes"
15923,Vendranges,Auvergne-Rhône-Alpes,Loire,42590,45.933,4.135,"Vendranges (42590), Auvergne-Rhône-Alpes"
15924,Véranne,Auvergne-Rhône-Alpes,Loire,42520,45.372,4.635,"Véranne (42520), Auvergne-Rhône-Alpes"
15925,Vérin,Auvergne-Rhône-Alpes,Loire,42410,45.46,4.741,"Vérin (42410), Auvergne-Rhône-Alpes"
15926,Verrières-en-Forez,Auvergne-Rhône-Alpes,Loire,42600,45.568,3.989,"Verrières-en-Forez (42600), Auvergne-Rhône-Alpes"
15927,La Versanne,Auvergne-Rhône-Alpes,Loire,42220,45.321,4.506,"La Versanne (42220), Auvergne-Rhône-Alpes"
15928,Villars,Auvergne-Rhône-Alpes,Loire,42390,45.469,4.352,"Villars (42390), Auvergne-Rhône-Alpes"
15929,Villemontais,Auvergne-Rhône-Alpes,Loire,42155,45.982,3.936,"Villemontais (42155), Auvergne-Rhône-Alpes"
15930,Villerest,Auvergne-Rhône-Alpes,Loire,42300,45.998,4.028,"Villerest (42300), Auvergne-Rhône-Alpes"
15931,Villers,Auvergne-Rhône-Alpes,Loire,42460,46.125,4.227,"Villers (42460), Auvergne-Rhône-Alpes"
15932,Violay,Auvergne-Rhône-Alpes,Loire,42780,45.852,4.349,"Violay (42780), Auvergne-Rhône-Alpes"
15933,Viricelles,Auvergne-Rhône-Alpes,Loire,42140,45.655,4.382,"Viricelles (42140), Auvergne-Rhône-Alpes"
15934,Virigneux,Auvergne-Rhône-Alpes,Loire,42140,45.687,4.346,"Virigneux (42140), Auvergne-Rhône-Alpes"
15935,Vivans,Auvergne-Rhône-Alpes,Loire,42310,46.182,3.937,"Vivans (42310), Auvergne-Rhône-Alpes"
15936,Vougy,Auvergne-Rhône-Alpes,Loire,42720,46.093,4.124,"Vougy (42720), Auvergne-Rhône-Alpes"
15937,Chausseterre,Auvergne-Rhône-Alpes,Loire,42430,45.902,3.771,"Chausseterre (42430), Auvergne-Rhône-Alpes"
15938,Agnat,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.345,3.45,"Agnat (43100), Auvergne-Rhône-Alpes"
15939,Aiguilhe,Auvergne-Rhône-Alpes,Haute-Loire,43000,45.053,3.885,"Aiguilhe (43000), Auvergne-Rhône-Alpes"
15940,Allègre,Auvergne-Rhône-Alpes,Haute-Loire,43270,45.188,3.69,"Allègre (43270), Auvergne-Rhône-Alpes"
15941,Alleyrac,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.894,3.989,"Alleyrac (43150), Auvergne-Rhône-Alpes"
15942,Alleyras,Auvergne-Rhône-Alpes,Haute-Loire,43580,44.907,3.68,"Alleyras (43580), Auvergne-Rhône-Alpes"
15943,Ally,Auvergne-Rhône-Alpes,Haute-Loire,43380,45.15,3.317,"Ally (43380), Auvergne-Rhône-Alpes"
15944,Araules,Auvergne-Rhône-Alpes,Haute-Loire,43200,45.065,4.169,"Araules (43200), Auvergne-Rhône-Alpes"
15945,Arlempdes,Auvergne-Rhône-Alpes,Haute-Loire,43490,44.867,3.903,"Arlempdes (43490), Auvergne-Rhône-Alpes"
15946,Arlet,Auvergne-Rhône-Alpes,Haute-Loire,43380,45.113,3.41,"Arlet (43380), Auvergne-Rhône-Alpes"
15947,Arsac-en-Velay,Auvergne-Rhône-Alpes,Haute-Loire,43700,44.994,3.955,"Arsac-en-Velay (43700), Auvergne-Rhône-Alpes"
15948,Aubazat,Auvergne-Rhône-Alpes,Haute-Loire,43380,45.128,3.445,"Aubazat (43380), Auvergne-Rhône-Alpes"
15949,Aurec-sur-Loire,Auvergne-Rhône-Alpes,Haute-Loire,43110,45.369,4.205,"Aurec-sur-Loire (43110), Auvergne-Rhône-Alpes"
15950,Vissac-Auteyrac,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.116,3.624,"Vissac-Auteyrac (43300), Auvergne-Rhône-Alpes"
15951,Autrac,Auvergne-Rhône-Alpes,Haute-Loire,43450,45.337,3.129,"Autrac (43450), Auvergne-Rhône-Alpes"
15952,Auvers,Auvergne-Rhône-Alpes,Haute-Loire,43300,44.997,3.392,"Auvers (43300), Auvergne-Rhône-Alpes"
15953,Auzon,Auvergne-Rhône-Alpes,Haute-Loire,43390,45.387,3.378,"Auzon (43390), Auvergne-Rhône-Alpes"
15954,Azérat,Auvergne-Rhône-Alpes,Haute-Loire,43390,45.354,3.399,"Azérat (43390), Auvergne-Rhône-Alpes"
15955,Bains,Auvergne-Rhône-Alpes,Haute-Loire,43370,44.996,3.764,"Bains (43370), Auvergne-Rhône-Alpes"
15956,Barges,Auvergne-Rhône-Alpes,Haute-Loire,43340,44.834,3.884,"Barges (43340), Auvergne-Rhône-Alpes"
15957,Bas-en-Basset,Auvergne-Rhône-Alpes,Haute-Loire,43210,45.316,4.105,"Bas-en-Basset (43210), Auvergne-Rhône-Alpes"
15958,Beaulieu,Auvergne-Rhône-Alpes,Haute-Loire,43800,45.143,3.951,"Beaulieu (43800), Auvergne-Rhône-Alpes"
15959,Beaumont,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.312,3.331,"Beaumont (43100), Auvergne-Rhône-Alpes"
15960,Beaune-sur-Arzon,Auvergne-Rhône-Alpes,Haute-Loire,43500,45.288,3.821,"Beaune-sur-Arzon (43500), Auvergne-Rhône-Alpes"
15961,Beaux,Auvergne-Rhône-Alpes,Haute-Loire,43200,45.194,4.082,"Beaux (43200), Auvergne-Rhône-Alpes"
15962,Beauzac,Auvergne-Rhône-Alpes,Haute-Loire,43590,45.257,4.093,"Beauzac (43590), Auvergne-Rhône-Alpes"
15963,Bellevue-la-Montagne,Auvergne-Rhône-Alpes,Haute-Loire,43350,45.217,3.815,"Bellevue-la-Montagne (43350), Auvergne-Rhône-Alpes"
15964,Berbezit,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.287,3.595,"Berbezit (43160), Auvergne-Rhône-Alpes"
15965,Bessamorel,Auvergne-Rhône-Alpes,Haute-Loire,43200,45.131,4.08,"Bessamorel (43200), Auvergne-Rhône-Alpes"
15966,La Besseyre-Saint-Mary,Auvergne-Rhône-Alpes,Haute-Loire,43170,44.971,3.415,"La Besseyre-Saint-Mary (43170), Auvergne-Rhône-Alpes"
15967,Blanzac,Auvergne-Rhône-Alpes,Haute-Loire,43350,45.111,3.85,"Blanzac (43350), Auvergne-Rhône-Alpes"
15968,Blassac,Auvergne-Rhône-Alpes,Haute-Loire,43380,45.161,3.384,"Blassac (43380), Auvergne-Rhône-Alpes"
15969,Blavozy,Auvergne-Rhône-Alpes,Haute-Loire,43700,45.062,3.972,"Blavozy (43700), Auvergne-Rhône-Alpes"
15970,Blesle,Auvergne-Rhône-Alpes,Haute-Loire,43450,45.318,3.177,"Blesle (43450), Auvergne-Rhône-Alpes"
15971,Boisset,Auvergne-Rhône-Alpes,Haute-Loire,43500,45.317,3.982,"Boisset (43500), Auvergne-Rhône-Alpes"
15972,Bonneval,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.307,3.733,"Bonneval (43160), Auvergne-Rhône-Alpes"
15973,Borne,Auvergne-Rhône-Alpes,Haute-Loire,43350,45.094,3.792,"Borne (43350), Auvergne-Rhône-Alpes"
15974,Le Bouchet-Saint-Nicolas,Auvergne-Rhône-Alpes,Haute-Loire,43510,44.887,3.788,"Le Bouchet-Saint-Nicolas (43510), Auvergne-Rhône-Alpes"
15975,Bournoncle-Saint-Pierre,Auvergne-Rhône-Alpes,Haute-Loire,43360,45.343,3.324,"Bournoncle-Saint-Pierre (43360), Auvergne-Rhône-Alpes"
15976,Le Brignon,Auvergne-Rhône-Alpes,Haute-Loire,43370,44.916,3.877,"Le Brignon (43370), Auvergne-Rhône-Alpes"
15977,Brioude,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.296,3.385,"Brioude (43100), Auvergne-Rhône-Alpes"
15978,Brives-Charensac,Auvergne-Rhône-Alpes,Haute-Loire,43700,45.046,3.924,"Brives-Charensac (43700), Auvergne-Rhône-Alpes"
15979,Cayres,Auvergne-Rhône-Alpes,Haute-Loire,43510,44.922,3.811,"Cayres (43510), Auvergne-Rhône-Alpes"
15980,Céaux-d'Allègre,Auvergne-Rhône-Alpes,Haute-Loire,43270,45.183,3.76,"Céaux-d'Allègre (43270), Auvergne-Rhône-Alpes"
15981,Cerzat,Auvergne-Rhône-Alpes,Haute-Loire,43380,45.159,3.472,"Cerzat (43380), Auvergne-Rhône-Alpes"
15982,Ceyssac,Auvergne-Rhône-Alpes,Haute-Loire,43000,45.035,3.83,"Ceyssac (43000), Auvergne-Rhône-Alpes"
15983,Chadrac,Auvergne-Rhône-Alpes,Haute-Loire,43770,45.061,3.901,"Chadrac (43770), Auvergne-Rhône-Alpes"
15984,Chadron,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.95,3.937,"Chadron (43150), Auvergne-Rhône-Alpes"
15985,La Chaise-Dieu,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.319,3.693,"La Chaise-Dieu (43160), Auvergne-Rhône-Alpes"
15986,Chamalières-sur-Loire,Auvergne-Rhône-Alpes,Haute-Loire,43800,45.187,3.981,"Chamalières-sur-Loire (43800), Auvergne-Rhône-Alpes"
15987,Chambezon,Auvergne-Rhône-Alpes,Haute-Loire,43410,45.382,3.24,"Chambezon (43410), Auvergne-Rhône-Alpes"
15988,Le Chambon-sur-Lignon,Auvergne-Rhône-Alpes,Haute-Loire,43400,45.052,4.32,"Le Chambon-sur-Lignon (43400), Auvergne-Rhône-Alpes"
15989,Champagnac-le-Vieux,Auvergne-Rhône-Alpes,Haute-Loire,43440,45.355,3.504,"Champagnac-le-Vieux (43440), Auvergne-Rhône-Alpes"
15990,Champclause,Auvergne-Rhône-Alpes,Haute-Loire,43260,45.024,4.161,"Champclause (43260), Auvergne-Rhône-Alpes"
15991,Chanaleilles,Auvergne-Rhône-Alpes,Haute-Loire,43170,44.857,3.488,"Chanaleilles (43170), Auvergne-Rhône-Alpes"
15992,Chaniat,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.316,3.48,"Chaniat (43100), Auvergne-Rhône-Alpes"
15993,Chanteuges,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.068,3.53,"Chanteuges (43300), Auvergne-Rhône-Alpes"
15994,La Chapelle-Bertin,Auvergne-Rhône-Alpes,Haute-Loire,43270,45.217,3.648,"La Chapelle-Bertin (43270), Auvergne-Rhône-Alpes"
15995,La Chapelle-d'Aurec,Auvergne-Rhône-Alpes,Haute-Loire,43120,45.331,4.205,"La Chapelle-d'Aurec (43120), Auvergne-Rhône-Alpes"
15996,La Chapelle-Geneste,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.353,3.674,"La Chapelle-Geneste (43160), Auvergne-Rhône-Alpes"
15997,Charraix,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.025,3.559,"Charraix (43300), Auvergne-Rhône-Alpes"
15998,Chaspinhac,Auvergne-Rhône-Alpes,Haute-Loire,43700,45.088,3.931,"Chaspinhac (43700), Auvergne-Rhône-Alpes"
15999,Chaspuzac,Auvergne-Rhône-Alpes,Haute-Loire,43320,45.065,3.75,"Chaspuzac (43320), Auvergne-Rhône-Alpes"
16000,Chassagnes,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.22,3.55,"Chassagnes (43230), Auvergne-Rhône-Alpes"
16001,Chassignolles,Auvergne-Rhône-Alpes,Haute-Loire,43440,45.4,3.487,"Chassignolles (43440), Auvergne-Rhône-Alpes"
16002,Chastel,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.063,3.321,"Chastel (43300), Auvergne-Rhône-Alpes"
16003,Chaudeyrolles,Auvergne-Rhône-Alpes,Haute-Loire,43430,44.946,4.196,"Chaudeyrolles (43430), Auvergne-Rhône-Alpes"
16004,Chavaniac-Lafayette,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.158,3.585,"Chavaniac-Lafayette (43230), Auvergne-Rhône-Alpes"
16005,Chazelles,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.022,3.49,"Chazelles (43300), Auvergne-Rhône-Alpes"
16006,Chenereilles,Auvergne-Rhône-Alpes,Haute-Loire,43190,45.137,4.237,"Chenereilles (43190), Auvergne-Rhône-Alpes"
16007,Chilhac,Auvergne-Rhône-Alpes,Haute-Loire,43380,45.157,3.441,"Chilhac (43380), Auvergne-Rhône-Alpes"
16008,Chomelix,Auvergne-Rhône-Alpes,Haute-Loire,43500,45.259,3.821,"Chomelix (43500), Auvergne-Rhône-Alpes"
16009,La Chomette,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.228,3.467,"La Chomette (43230), Auvergne-Rhône-Alpes"
16010,Cistrières,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.33,3.609,"Cistrières (43160), Auvergne-Rhône-Alpes"
16011,Cohade,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.335,3.371,"Cohade (43100), Auvergne-Rhône-Alpes"
16012,Collat,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.244,3.602,"Collat (43230), Auvergne-Rhône-Alpes"
16013,Connangles,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.299,3.646,"Connangles (43160), Auvergne-Rhône-Alpes"
16014,Costaros,Auvergne-Rhône-Alpes,Haute-Loire,43490,44.892,3.842,"Costaros (43490), Auvergne-Rhône-Alpes"
16015,Coubon,Auvergne-Rhône-Alpes,Haute-Loire,43700,45.0,3.927,"Coubon (43700), Auvergne-Rhône-Alpes"
16016,Couteuges,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.185,3.497,"Couteuges (43230), Auvergne-Rhône-Alpes"
16017,Craponne-sur-Arzon,Auvergne-Rhône-Alpes,Haute-Loire,43500,45.332,3.853,"Craponne-sur-Arzon (43500), Auvergne-Rhône-Alpes"
16018,Cronce,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.082,3.362,"Cronce (43300), Auvergne-Rhône-Alpes"
16019,Cubelles,Auvergne-Rhône-Alpes,Haute-Loire,43170,44.997,3.564,"Cubelles (43170), Auvergne-Rhône-Alpes"
16020,Cussac-sur-Loire,Auvergne-Rhône-Alpes,Haute-Loire,43370,44.985,3.875,"Cussac-sur-Loire (43370), Auvergne-Rhône-Alpes"
16021,Desges,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.022,3.442,"Desges (43300), Auvergne-Rhône-Alpes"
16022,Domeyrat,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.246,3.506,"Domeyrat (43230), Auvergne-Rhône-Alpes"
16023,Dunières,Auvergne-Rhône-Alpes,Haute-Loire,43220,45.215,4.346,"Dunières (43220), Auvergne-Rhône-Alpes"
16024,Espalem,Auvergne-Rhône-Alpes,Haute-Loire,43450,45.303,3.233,"Espalem (43450), Auvergne-Rhône-Alpes"
16025,Espaly-Saint-Marcel,Auvergne-Rhône-Alpes,Haute-Loire,43000,45.046,3.858,"Espaly-Saint-Marcel (43000), Auvergne-Rhône-Alpes"
16026,Esplantas-Vazeilles,Auvergne-Rhône-Alpes,Haute-Loire,43170,44.903,3.547,"Esplantas-Vazeilles (43170), Auvergne-Rhône-Alpes"
16027,Les Estables,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.907,4.141,"Les Estables (43150), Auvergne-Rhône-Alpes"
16028,Fay-sur-Lignon,Auvergne-Rhône-Alpes,Haute-Loire,43430,44.986,4.212,"Fay-sur-Lignon (43430), Auvergne-Rhône-Alpes"
16029,Félines,Auvergne-Rhône-Alpes,Haute-Loire,43160,45.265,3.753,"Félines (43160), Auvergne-Rhône-Alpes"
16030,Ferrussac,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.086,3.405,"Ferrussac (43300), Auvergne-Rhône-Alpes"
16031,Fix-Saint-Geneys,Auvergne-Rhône-Alpes,Haute-Loire,43320,45.142,3.665,"Fix-Saint-Geneys (43320), Auvergne-Rhône-Alpes"
16032,Fontannes,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.289,3.43,"Fontannes (43100), Auvergne-Rhône-Alpes"
16033,Freycenet-la-Cuche,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.898,4.094,"Freycenet-la-Cuche (43150), Auvergne-Rhône-Alpes"
16034,Freycenet-la-Tour,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.935,4.07,"Freycenet-la-Tour (43150), Auvergne-Rhône-Alpes"
16035,Frugerès-les-Mines,Auvergne-Rhône-Alpes,Haute-Loire,43250,45.387,3.309,"Frugerès-les-Mines (43250), Auvergne-Rhône-Alpes"
16036,Frugières-le-Pin,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.271,3.5,"Frugières-le-Pin (43230), Auvergne-Rhône-Alpes"
16037,Goudet,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.893,3.921,"Goudet (43150), Auvergne-Rhône-Alpes"
16038,Grazac,Auvergne-Rhône-Alpes,Haute-Loire,43200,45.192,4.184,"Grazac (43200), Auvergne-Rhône-Alpes"
16039,Grenier-Montgon,Auvergne-Rhône-Alpes,Haute-Loire,43450,45.286,3.21,"Grenier-Montgon (43450), Auvergne-Rhône-Alpes"
16040,Grèzes,Auvergne-Rhône-Alpes,Haute-Loire,43170,44.91,3.469,"Grèzes (43170), Auvergne-Rhône-Alpes"
16041,Javaugues,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.292,3.49,"Javaugues (43100), Auvergne-Rhône-Alpes"
16042,Jax,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.17,3.618,"Jax (43230), Auvergne-Rhône-Alpes"
16043,Josat,Auvergne-Rhône-Alpes,Haute-Loire,43230,45.214,3.61,"Josat (43230), Auvergne-Rhône-Alpes"
16044,Jullianges,Auvergne-Rhône-Alpes,Haute-Loire,43500,45.306,3.782,"Jullianges (43500), Auvergne-Rhône-Alpes"
16045,Lafarre,Auvergne-Rhône-Alpes,Haute-Loire,43490,44.837,3.989,"Lafarre (43490), Auvergne-Rhône-Alpes"
16046,Lamothe,Auvergne-Rhône-Alpes,Haute-Loire,43100,45.315,3.427,"Lamothe (43100), Auvergne-Rhône-Alpes"
16047,Landos,Auvergne-Rhône-Alpes,Haute-Loire,43340,44.85,3.845,"Landos (43340), Auvergne-Rhône-Alpes"
16048,Langeac,Auvergne-Rhône-Alpes,Haute-Loire,43300,45.082,3.478,"Langeac (43300), Auvergne-Rhône-Alpes"
16049,Lantriac,Auvergne-Rhône-Alpes,Haute-Loire,43260,44.989,4.004,"Lantriac (43260), Auvergne-Rhône-Alpes"
16050,Lapte,Auvergne-Rhône-Alpes,Haute-Loire,43200,45.18,4.235,"Lapte (43200), Auvergne-Rhône-Alpes"
16051,Laussonne,Auvergne-Rhône-Alpes,Haute-Loire,43150,44.967,4.052,"Laussonne (43150), Auvergne-Rhône-Alpes"
16052,Laval-sur-Doulon,Auvergne-Rhône-Alpes,Haute-Loire,43440,45.355,3.568,"Laval-sur-Doulon (43440), Auvergne-Rhône-Alpes"
